language,format,resource_link,source_link
hin,General,https://live.bible.is/bible/HINBIB,https://www.faithcomesbyhearing.com/
hin,General,https://live.bible.is/bible/HINDPI,https://www.faithcomesbyhearing.com/
hin,General,https://live.bible.is/bible/HINHNV,https://www.faithcomesbyhearing.com/
hin,General,https://live.bible.is/bible/HINLCF,https://www.faithcomesbyhearing.com/
hin,General,https://live.bible.is/bible/HINLEF,https://www.faithcomesbyhearing.com/
hin,General,https://live.bible.is/bible/HINOHC,https://www.faithcomesbyhearing.com/
hin,General,https://live.bible.is/bible/HINSHV,https://www.faithcomesbyhearing.com/
hin,General,https://live.bible.is/bible/HINWTC,https://www.faithcomesbyhearing.com/
hin,General,https://live.bible.is/bible/HNDOVV,https://www.faithcomesbyhearing.com/
hin,General,https://live.bible.is/bible/HNDSKV,https://www.faithcomesbyhearing.com/
hin,General,https://www.hindichristian.com,
hin,General,https://www.scriptureearth.org/00i-Scripture_Index.php?iso=hin&rod=26,https://www.scriptureearth.org
hin,General,https://www.vm1.tv/hi/,https://www.persecution.com/
hin,General,https://www.bible.com/languages/hin,https://www.bible.com/versions
hin,General,https://zume.life/resources-hi/,https://zume.life/
hin,General,https://zume.training/hi/,https://zume.life/
hin,Mobile App,https://app.scriptoria.io/api/products/86610b02-a157-4d35-b280-35b3deec6ebf/files/published/apk,https://www.sil.org/
hin,Mobile App,https://play.google.com/store/apps/details?id=org.ipsapps.in.bibles.india.audio,https://www.internetpublishingservice.com/
hin,Mobile App,https://play.google.com/store/apps/details?id=com.fcbh.southasia.gospelfilms,https://play.google.com/store/apps/dev?id=5223947638109564106
hin,Mobile App,https://play.google.com/store/apps/details?id=com.sirma.mobile.bible.android&hl=hi,https://www.bible.com/versions
hin,Mobile App,https://play.google.com/store/apps/details?id=org.ips.hinbible.hindi,https://www.biblesindia.com
hin,Mobile App,https://play.google.com/store/apps/details?id=org.dustysandalsandgraceministries.hindi,https://play.google.com/store/apps/developer?id=Grace+Ministries+and+Dusty+Sandals
hin,Mobile App,https://play.google.com/store/apps/details?id=org.kalaam.sab.hi.audiobible,
hin,Mobile App,https://play.google.com/store/apps/details?id=org.ds.sabkibible.hindi,https://play.google.com/store/apps/developer?id=Grace+Ministries+and+Dusty+Sandals
hin,Mobile App,https://play.google.com/store/apps/details?id=com.biblica.hindi,https://play.google.com/store/apps/dev?id=7933427918774029013
hin,Mobile App,https://play.google.com/store/apps/details?id=com.fcbh.bibleradio.hindi.hin,https://play.google.com/store/apps/dev?id=5223947638109564106
hin,Mobile App,https://play.google.com/store/apps/details?id=org.rajasthan.ekrasta.multi,
hin,Mobile App,https://play.google.com/store/apps/details?id=org.rajasthan.ekrasta.hindi,
hin,Mobile App,https://play.google.com/store/apps/details?id=org.jmpbk.asia.hindi,
hin,Mobile App,https://play.google.com/store/apps/details?id=com.shalomdesigns2dio.obs.hindi,https://play.google.com/store/apps/dev?id=5223947638109564106
hin,Mobile App,https://apk.fcbh.org/Hindi_ERV,https://www.faithcomesbyhearing.com/
hin,Mobile App,https://apk.fcbh.org/Hindi_KJV,https://www.faithcomesbyhearing.com/
hin,Mobile App,https://apk.fcbh.org/Hindi_Sab_Ki,https://www.faithcomesbyhearing.com/
hin,Mobile App,https://play.google.com/store/apps/details?id=org.fcbh.hinbib.hindibible.biblica.hcv,https://www.faithcomesbyhearing.com/
hin,Mobile App,https://play.google.com/store/apps/details?id=org.fcbh.hndwtc.hindibible.erv,https://www.faithcomesbyhearing.com/
hin,Mobile App,https://itunes.apple.com/app/bible/id282935706,https://www.bible.com/versions
hin,Mobile App,https://apps.apple.com/us/app/hindi-unlocked-literal-bible/id1370455559,https://apps.apple.com/us/developer/kalaam-media-ltd/id503924652
hin,Text / Printed Matter,https://www.superbible.tv/read-the-bible/read-the-bible-hindi/,https://www.superbible.tv/
hin,Text / Printed Matter,https://library.onehope.net/resources/typeMain?language=49,https://onehope.net/
hin,Text / Printed Matter,https://www.cfn.org/literature/,
hin,Text / Printed Matter,https://www.hindibible.org/,
hin,Text / Printed Matter,https://drive.google.com/open?id=0B7QmYD0_i4CHWHBtcVpySjBwMVE,
hin,Text / Printed Matter,https://www.literacyevangelism.org/primers/hindi,https://www.literacyevangelism.org
hin,Text / Printed Matter,https://global.liveglobal.org/%e0%a4%b9%e0%a4%bf%e0%a4%a8%e0%a5%8d%e0%a4%a6%e0%a5%80/,https://liveglobal.org/
hin,Text / Printed Matter,https://knowgod.com/hi,https://www.cru.org/
hin,Text / Printed Matter,https://www.wmpress.org/read-booklet/,https://www.wmpress.org/read-booklet/languages-produced/
lmn,Audio Recordings,https://globalrecordings.net/en/language/lmn,https://www.globalrecordings.net
lmn,Film / Video,https://www.simplythestory.org/index.php/gods-story-gs/watch-gs?view=category&amp;id=167,https://www.gods-story.org
lmn,Film / Video,https://www.indigitube.tv/?s=Banjara,https://www.createinternational.com
lmn,Film / Video,https://www.jesusfilm.org/watch/jesus.html/lambadi.html,https://www.jesusfilm.org
lmn,Film / Video,https://worldchristianvideos.org/language/list?q=All,https://www.worldchristianvideos.org
lmn,General,https://bibleforchildren.org/languages/lambadi/stories.php,https://bibleforchildren.org/
lmn,General,https://live.bible.is/bible/LMNBSI,https://www.faithcomesbyhearing.com/
lmn,General,https://www.scriptureearth.org/00i-Scripture_Index.php?iso=lmn,https://www.scriptureearth.org
lmn,Text / Printed Matter,https://library.onehope.net/resources/typeMain?language=64,https://onehope.net/
lmn,Text / Printed Matter,https://drive.google.com/open?id=1wIDIXrn8zK9z1HDhlm9JtJ7p7-FAPK59,
lif,Audio Recordings,https://globalrecordings.net/en/language/lif,https://www.globalrecordings.net
lif,Audio Recordings,https://www.storyrunners.org/stories/limbu-nepal/,https://www.storyrunners.org/
lif,Film / Video,https://www.indigitube.tv/?s=Limbu,https://www.createinternational.com
lif,Film / Video,https://www.jesusfilm.org/watch/jesus.html/limbu.html,https://www.jesusfilm.org
lif,Film / Video,https://www.lumoproject.com/,https://www.lumoproject.com/
lif,Film / Video,https://worldchristianvideos.org/language/list?q=All,https://www.worldchristianvideos.org
lif,General,https://www.illanepal.com,https://www.internetpublishingservice.com/
lif,General,https://www.southasiabibles.com/resource/language/Limbu,https://www.southasiabibles.com
lif,General,https://live.bible.is/bible/LIFDPI,https://www.faithcomesbyhearing.com/
lif,General,https://live.bible.is/bible/LIFWBT,https://www.faithcomesbyhearing.com/
lif,General,https://www.scriptureearth.org/00i-Scripture_Index.php?iso=lif&rod=12962,https://www.scriptureearth.org
lif,General,https://www.scriptureearth.org/00i-Scripture_Index.php?iso=lif&rod=12962&var=n,https://www.scriptureearth.org
lif,General,https://www.bible.com/languages/lif,https://www.bible.com/versions
lif,Mobile App,https://app.scriptoria.io/api/products/7972f08b-e497-48f1-b37b-dbae37dcd3cc/files/published/apk,https://www.sil.org/
lif,Mobile App,https://play.google.com/store/apps/details?id=com.sirma.mobile.bible.android,https://www.bible.com/versions
lif,Mobile App,https://play.google.com/store/apps/details?id=org.fcbh.lifwbt.n2.limbubible,https://www.faithcomesbyhearing.com/
lif,Mobile App,https://apps.apple.com/us/app/scripture-earth/id1580089704,https://www.sil.org/
lif,Mobile App,https://itunes.apple.com/app/bible/id282935706,https://www.bible.com/versions
lif,Text / Printed Matter,https://ebible.org/find/details.php?id=lifNT,https://ebible.org/
lif,Text / Printed Matter,https://global.liveglobal.org/resource/ancient-path/,https://liveglobal.org/
mgp,Audio Recordings,https://globalrecordings.net/en/language/mgp,https://www.globalrecordings.net
mgp,Film / Video,https://www.jesusfilm.org/watch/jesus.html/magar-eastern.html,https://www.jesusfilm.org
mgp,General,https://www.magarheart.com,https://www.internetpublishingservice.com/
mgp,General,https://www.scriptureearth.org/00i-Scripture_Index.php?iso=mgp,https://www.scriptureearth.org
mgp,General,https://www.bible.com/languages/mgp,https://www.bible.com/versions
mgp,Mobile App,https://app.scriptoria.io/api/products/ab896fe8-ba69-43c4-8912-cc2579499221/files/published/apk,https://www.sil.org/
mgp,Mobile App,https://play.google.com/store/apps/details?id=org.wycliffe.app.mgp.magar,https://play.google.com/store/apps/dev?id=7996822476757238923
mgp,Mobile App,https://play.google.com/store/apps/details?id=com.sirma.mobile.bible.android,https://www.bible.com/versions
mgp,Mobile App,https://apps.apple.com/us/app/scripture-earth/id1580089704,https://www.sil.org/
mgp,Mobile App,https://itunes.apple.com/app/bible/id282935706,https://www.bible.com/versions
mgp,Text / Printed Matter,https://global.liveglobal.org/resource/ancient-path/,https://liveglobal.org/
mai,Audio Recordings,https://globalrecordings.net/en/language/mai,https://www.globalrecordings.net
mai,Audio Recordings,https://www.onestory-media.org/mai,https://www.onestory-media.org/
mai,Film / Video,https://www.simplythestory.org/index.php/gods-story-gs/watch-gs?view=category&amp;id=244,https://www.gods-story.org
mai,Film / Video,https://www.indigitube.tv/?s=Maithili,https://www.createinternational.com
mai,Film / Video,https://www.jesusfilm.org/watch/jesus.html/maithili.html,https://www.jesusfilm.org
mai,Film / Video,https://www.lumoproject.com/,https://www.lumoproject.com/
mai,Film / Video,https://www.jesusfilm.org/watch/my-last-day.html/maithili.html,https://www.jesusfilm.org
mai,Film / Video,https://www.jesusfilm.org/watch/the-story-of-jesus-for-children/maithili.html,https://www.jesusfilm.org
mai,Film / Video,https://worldchristianvideos.org/language/list?q=All,https://www.worldchristianvideos.org
mai,General,https://www.maithililife.com,https://www.internetpublishingservice.com/
mai,General,https://bibleforchildren.org/languages/maithili/stories.php,https://bibleforchildren.org/
mai,General,https://www.southasiabibles.com/resource/language/Maithili,https://www.southasiabibles.com
mai,General,https://www.gotquestions.org/Maithili/,https://www.gotquestions.org
mai,General,https://live.bible.is/bible/MAISTY,https://www.faithcomesbyhearing.com/
mai,General,https://live.bible.is/bible/MAIWBT,https://www.faithcomesbyhearing.com/
mai,General,https://www.scriptureearth.org/00i-Scripture_Index.php?iso=mai,https://www.scriptureearth.org
mai,General,https://www.bible.com/languages/mai,https://www.bible.com/versions
mai,General,https://zume.life/resources-mai/,https://zume.life/
mai,General,https://zume.training/mai/,https://zume.life/
mai,Mobile App,https://play.google.com/store/apps/details?id=com.sirma.mobile.bible.android,https://www.bible.com/versions
mai,Mobile App,https://play.google.com/store/apps/details?id=org.lciindia.mai.bible,
mai,Mobile App,https://apk.fcbh.org/Maithili_WBT,https://www.faithcomesbyhearing.com/
mai,Mobile App,https://itunes.apple.com/app/bible/id282935706,https://www.bible.com/versions
mai,Text / Printed Matter,https://library.onehope.net/resources/typeMain?language=69,https://onehope.net/
mai,Text / Printed Matter,https://drive.google.com/open?id=1pE3zHdDb4qFukrcvOfLkoPIzDieSS7MJ,
mai,Text / Printed Matter,https://www.literacyevangelism.org/resources/primers,https://www.literacyevangelism.org
mai,Text / Printed Matter,https://global.liveglobal.org/resource/ancient-path/,https://liveglobal.org/
mai,Text / Printed Matter,https://www.wmpress.org/read-booklet/,https://www.wmpress.org/read-booklet/languages-produced/
mal,Audio Recordings,https://globalrecordings.net/en/language/mal,https://www.globalrecordings.net
mal,Audio Recordings,https://www.fathersloveletter.com/Malayalam,https://www.fathersloveletter.com/flllanguages.html
mal,Audio Recordings,https://talkingbibles.org,https://www.talkingbibles.org/
mal,Film / Video,https://www.jesusfilm.org/watch/following-jesus-india.html/malayalam.html,https://www.jesusfilm.org
mal,Film / Video,https://www.simplythestory.org/index.php/gods-story-gs/watch-gs?view=category&amp;id=25,https://www.gods-story.org
mal,Film / Video,https://www.indigitube.tv/?s=Malayalam,https://www.createinternational.com
mal,Film / Video,https://www.jesusfilm.org/watch/jesus.html/malayalam.html,https://www.jesusfilm.org
mal,Film / Video,https://www.lumoproject.com/,https://www.lumoproject.com/
mal,Film / Video,https://www.jesusfilm.org/watch/magdalena.html/malayalam.html,https://www.jesusfilm.org
mal,Film / Video,https://www.jesusfilm.org/watch/my-last-day.html/malayalam.html,https://www.jesusfilm.org
mal,Film / Video,https://rockintl.org/rock-video/malayalam-king-of-glory/,https://rockintl.org/king-of-glory/
mal,Film / Video,https://www.jesusfilm.org/watch/the-story-of-jesus-for-children/malayalam.html,https://www.jesusfilm.org
mal,Film / Video,https://worldchristianvideos.org/language/list?q=All,https://www.worldchristianvideos.org
mal,General,https://www.Godsownlanguage.com,https://www.internetpublishingservice.com/
mal,General,https://www.kristheeyagaanavali.com,https://www.internetpublishingservice.com/
mal,General,https://bibleforchildren.org/languages/malayalam/stories.php,https://bibleforchildren.org/
mal,General,https://www.malayalambible.app,https://www.internetpublishingservice.com/
mal,General,https://www.malayalambible.live,https://www.internetpublishingservice.com/
mal,General,https://www.southasiabibles.com/resource/language/malayalam/Bible-League-International,https://www.southasiabibles.com
mal,General,https://www.southasiabibles.com/resource/language/malayalam/Contemporary-Orthography,https://www.southasiabibles.com
mal,General,https://www.southasiabibles.com/resource/language/malayalam/Contemporary-Version,https://www.southasiabibles.com
mal,General,https://www.southasiabibles.com/resource/language/malayalam/indian-revised-version,https://www.southasiabibles.com
mal,General,https://www.gotquestions.org/Malayalam/,https://www.gotquestions.org
mal,General,https://live.bible.is/bible/MALBCM,https://www.faithcomesbyhearing.com/
mal,General,https://live.bible.is/bible/MALBIB,https://www.faithcomesbyhearing.com/
mal,General,https://live.bible.is/bible/MALDIP,https://www.faithcomesbyhearing.com/
mal,General,https://live.bible.is/bible/MALDPI,https://www.faithcomesbyhearing.com/
mal,General,https://live.bible.is/bible/MALLCF,https://www.faithcomesbyhearing.com/
mal,General,https://live.bible.is/bible/MALLEF,https://www.faithcomesbyhearing.com/
mal,General,https://live.bible.is/bible/MALNIB,https://www.faithcomesbyhearing.com/
mal,General,https://live.bible.is/bible/MALNIV,https://www.faithcomesbyhearing.com/
mal,General,https://bible.godsownlanguage.com,
mal,General,https://www.agchurchtly.org,
mal,General,https://www.godsownlanguage.in,
mal,General,https://www.scriptureearth.org/00i-Scripture_Index.php?iso=mal,https://www.scriptureearth.org
mal,General,https://www.vm1.tv/ml/,https://www.persecution.com/
mal,General,https://www.bible.com/languages/mal,https://www.bible.com/versions
mal,General,https://zume.life/resources-ml/,https://zume.life/
mal,General,https://zume.training/ml/,https://zume.life/
mal,Mobile App,https://app.scriptoria.io/api/products/f0ca3b41-4139-44c6-88b2-94113e8ed179/files/published/apk,https://www.sil.org/
mal,Mobile App,https://play.google.com/store/apps/details?id=com.binoychacko.audiobible.malayalam,
mal,Mobile App,https://play.google.com/store/apps/details?id=com.sirma.mobile.bible.android&hl=ml,https://www.bible.com/versions
mal,Mobile App,https://play.google.com/store/apps/details?id=org.ips.mal1bible.malayalam,https://www.biblesindia.com
mal,Mobile App,https://play.google.com/store/apps/details?id=www.malayalambible.app,https://play.google.com/store/apps/dev?id=5223947638109564106
mal,Mobile App,https://play.google.com/store/apps/details?id=com.biblica.malayalam,https://play.google.com/store/apps/dev?id=7933427918774029013
mal,Mobile App,https://play.google.com/store/apps/details?id=com.malayalam.gospelfilms,https://play.google.com/store/apps/dev?id=5223947638109564106
mal,Mobile App,https://play.google.com/store/apps/details?id=org.grace.ministries.malayalamstudybible,https://play.google.com/store/apps/developer?id=Grace+Ministries+and+Dusty+Sandals
mal,Mobile App,https://play.google.com/store/apps/details?id=org.ipsapps.india.mal.marthoma.lentenlectionary,https://www.internetpublishingservice.com/
mal,Mobile App,https://play.google.com/store/apps/details?id=org.gm.pastorsstudybiblemalayalam,https://play.google.com/store/apps/developer?id=Grace+Ministries+and+Dusty+Sandals
mal,Mobile App,https://play.google.com/store/apps/details?id=com.fcbh.bibleradio.malayalam.mal,https://play.google.com/store/apps/dev?id=5223947638109564106
mal,Mobile App,https://play.google.com/store/apps/details?id=com.rafa.bibleradiom,
mal,Mobile App,https://play.google.com/store/apps/details?id=com.shalomdesigns2dio.anishthankachan,https://play.google.com/store/apps/dev?id=5223947638109564106
mal,Mobile App,https://play.google.com/store/apps/details?id=com.shalomdesigns2dio.avankrupa.rafa,https://play.google.com/store/apps/dev?id=5223947638109564106
mal,Mobile App,https://play.google.com/store/apps/details?id=com.shalomdesigns2dio.binuvadakkencherry,https://play.google.com/store/apps/dev?id=5223947638109564106
mal,Mobile App,https://play.google.com/store/apps/details?id=com.shalomdesigns2dio.jpvennikulam,https://play.google.com/store/apps/dev?id=5223947638109564106
mal,Mobile App,https://play.google.com/store/apps/details?id=com.shalomdesigns2dio.obs.malayalam,https://play.google.com/store/apps/dev?id=5223947638109564106
mal,Mobile App,https://play.google.com/store/apps/details?id=com.shalomdesigns2dio.viswasaganangal.rsv,https://play.google.com/store/apps/dev?id=5223947638109564106
mal,Mobile App,https://play.google.com/store/apps/details?id=com.shalomdesigns2dio.shyjumathew,https://play.google.com/store/apps/dev?id=5223947638109564106
mal,Mobile App,https://play.google.com/store/apps/details?id=com.kristheeyagaanavali.vnagal,https://play.google.com/store/apps/dev?id=5223947638109564106
mal,Mobile App,https://apk.fcbh.org/Malayalam,https://www.faithcomesbyhearing.com/
mal,Mobile App,https://play.google.com/store/apps/details?id=org.fcbh.mjsbib.malayalambible.biblica.mcv,https://www.faithcomesbyhearing.com/
mal,Mobile App,https://play.google.com/store/apps/details?id=org.fcbh.mjswtc.malayalambible.erv,https://www.faithcomesbyhearing.com/
mal,Mobile App,https://apps.apple.com/us/app/binoy-chacko-audio-bible/id6502523999,
mal,Mobile App,https://itunes.apple.com/app/bible/id282935706,https://www.bible.com/versions
mal,Mobile App,https://apps.apple.com/us/app/sathyavedapusthakam/id1219836711,https://apps.apple.com/us/developer/kalaam-media-ltd/id503924652
mal,Text / Printed Matter,https://www.biblegateway.com/versions/,https://www.biblegateway.com
mal,Text / Printed Matter,https://library.onehope.net/resources/typeMain?language=72,https://onehope.net/
mal,Text / Printed Matter,https://www.literacyevangelism.org/primers/malayalam,https://www.literacyevangelism.org
mal,Text / Printed Matter,https://knowgod.com/ml,https://www.cru.org/
mal,Text / Printed Matter,https://www.wmpress.org/read-booklet/,https://www.wmpress.org/read-booklet/languages-produced/
mar,Audio Recordings,https://globalrecordings.net/en/language/mar,https://www.globalrecordings.net
mar,Audio Recordings,https://talkingbibles.org,https://www.talkingbibles.org/
mar,Audio Recordings,https://www.wordproject.org/bibles/audio/37_marathi/index.htm,
mar,Audio Recordings,https://www.onestory-media.org/mar,https://www.onestory-media.org/
mar,Film / Video,https://www.jesusfilm.org/watch/following-jesus-india.html/marathi.html,https://www.jesusfilm.org
mar,Film / Video,https://www.simplythestory.org/index.php/gods-story-gs/watch-gs?view=category&amp;id=204,https://www.gods-story.org
mar,Film / Video,https://www.indigitube.tv/?s=Marathi,https://www.createinternational.com
mar,Film / Video,https://www.jesusfilm.org/watch/jesus.html/marathi.html,https://www.jesusfilm.org
mar,Film / Video,https://www.lumoproject.com/,https://www.lumoproject.com/
mar,Film / Video,https://www.jesusfilm.org/watch/magdalena.html/marathi.html,https://www.jesusfilm.org
mar,Film / Video,https://www.jesusfilm.org/watch/my-last-day.html/marathi.html,https://www.jesusfilm.org
mar,Film / Video,https://rockintl.org/rock-video/marathi-king-of-glory/,https://rockintl.org/king-of-glory/
mar,Film / Video,https://www.jesusfilm.org/watch/the-story-of-jesus-for-children/marathi.html,https://www.jesusfilm.org
mar,Film / Video,https://worldchristianvideos.org/language/list?q=All,https://www.worldchristianvideos.org
mar,General,https://www.marathibhasha.in,https://www.internetpublishingservice.com/
mar,General,https://bibleforchildren.org/languages/marathi/stories.php,https://bibleforchildren.org/
mar,General,https://www.southasiabibles.com/resource/language/marathi/1993-Bible-League-International,https://www.southasiabibles.com
mar,General,https://www.southasiabibles.com/resource/language/Marathi/Indian-Revised-Version,https://www.southasiabibles.com
mar,General,https://www.southasiabibles.com/resource/language/marathi/New-India-Bible-Version,https://www.southasiabibles.com
mar,General,https://www.gotquestions.org/Marathi/,https://www.gotquestions.org
mar,General,https://live.bible.is/bible/MARDPI,https://www.faithcomesbyhearing.com/
mar,General,https://live.bible.is/bible/MARLPF,https://www.faithcomesbyhearing.com/
mar,General,https://live.bible.is/bible/MARRVV,https://www.faithcomesbyhearing.com/
mar,General,https://live.bible.is/bible/MARWTC,https://www.faithcomesbyhearing.com/
mar,General,https://www.scriptureearth.org/00i-Scripture_Index.php?iso=mar,https://www.scriptureearth.org
mar,General,https://www.vm1.tv/mr/,https://www.persecution.com/
mar,General,https://www.bible.com/languages/mar,https://www.bible.com/versions
mar,General,https://zume.life/resources-mr/,https://zume.life/
mar,General,https://zume.training/mr/,https://zume.life/
mar,Mobile App,https://app.scriptoria.io/api/products/be3929f2-3cf8-4d44-bf0c-9b6becfeb490/files/published/apk,https://www.sil.org/
mar,Mobile App,https://play.google.com/store/apps/details?id=com.sirma.mobile.bible.android&hl=mr,https://www.bible.com/versions
mar,Mobile App,https://play.google.com/store/apps/details?id=org.ips.marbible.marathi,https://www.biblesindia.com
mar,Mobile App,https://play.google.com/store/apps/details?id=com.biblica.marathi,https://play.google.com/store/apps/dev?id=7933427918774029013
mar,Mobile App,https://play.google.com/store/apps/details?id=org.graceministries.marathi,https://play.google.com/store/apps/developer?id=Grace+Ministries+and+Dusty+Sandals
mar,Mobile App,https://play.google.com/store/apps/details?id=com.fcbh.bibleradio.marathi.mar,https://play.google.com/store/apps/dev?id=5223947638109564106
mar,Mobile App,https://apk.fcbh.org/Marathi,https://www.faithcomesbyhearing.com/
mar,Mobile App,https://play.google.com/store/apps/details?id=org.fcbh.marwtc.n2.marathibible,https://www.faithcomesbyhearing.com/
mar,Mobile App,https://itunes.apple.com/app/bible/id282935706,https://www.bible.com/versions
mar,Mobile App,https://apps.apple.com/app/marathi-bible-radio/id1635542390,https://apps.apple.com/us/developer/revive-india/id1455598800
mar,Text / Printed Matter,https://library.onehope.net/resources/typeMain?language=74,https://onehope.net/
mar,Text / Printed Matter,https://drive.google.com/open?id=0B7QmYD0_i4CHbHpKTFVZNzZsMWM,
mar,Text / Printed Matter,https://www.literacyevangelism.org/primers/marathi,https://www.literacyevangelism.org
mar,Text / Printed Matter,https://www.fathersloveletter.com/Marathi,https://www.fathersloveletter.com/flllanguages.html
mar,Text / Printed Matter,https://global.liveglobal.org/%e0%a4%ae%e0%a4%b0%e0%a4%be%e0%a4%a0%e0%a5%80/,https://liveglobal.org/
mar,Text / Printed Matter,https://knowgod.com/mr,https://www.cru.org/
mar,Text / Printed Matter,https://www.wmpress.org/read-booklet/,https://www.wmpress.org/read-booklet/languages-produced/
new,Audio Recordings,https://globalrecordings.net/en/language/new,https://www.globalrecordings.net
new,Audio Recordings,https://www.storyrunners.org/stories/newar-nepal/,https://www.storyrunners.org/
new,Film / Video,https://www.simplythestory.org/index.php/gods-story-gs/watch-gs?view=category&amp;id=238,https://www.gods-story.org
new,Film / Video,https://www.indigitube.tv/?s=Newar,https://www.createinternational.com
new,Film / Video,https://www.jesusfilm.org/watch/jesus.html/newari.html,https://www.jesusfilm.org
new,Film / Video,https://www.lumoproject.com/,https://www.lumoproject.com/
new,Film / Video,https://worldchristianvideos.org/language/list?q=All,https://www.worldchristianvideos.org
new,General,https://bibleforchildren.org/languages/newari/stories.php,https://bibleforchildren.org/
new,General,https://www.southasiabibles.com/resource/language/Newari/1986-Nepal-Bible-Society,https://www.southasiabibles.com
new,General,https://www.southasiabibles.com/resource/language/newari/new-revised-version,https://www.southasiabibles.com
new,General,https://live.bible.is/bible/NEWNBS,https://www.faithcomesbyhearing.com/
new,General,https://live.bible.is/bible/NEWNCL,https://www.faithcomesbyhearing.com/
new,General,https://www.scriptureearth.org/00i-Scripture_Index.php?iso=new,https://www.scriptureearth.org
new,General,https://www.bible.com/languages/new,https://www.bible.com/versions
new,Mobile App,https://app.scriptoria.io/api/products/54c138a1-c196-49c5-a360-42d1ab09f22a/files/published/apk,https://www.sil.org/
new,Mobile App,https://play.google.com/store/apps/details?id=com.sirma.mobile.bible.android,https://www.bible.com/versions
new,Mobile App,https://play.google.com/store/apps/details?id=org.wycliffe.app.newar,https://play.google.com/store/apps/dev?id=7996822476757238923
new,Mobile App,https://apk.fcbh.org/Newar_Revised,https://www.faithcomesbyhearing.com/
new,Mobile App,https://apk.fcbh.org/Newari_NBS,https://www.faithcomesbyhearing.com/
new,Mobile App,https://apps.apple.com/us/app/scripture-earth/id1580089704,https://www.sil.org/
new,Mobile App,https://itunes.apple.com/app/bible/id282935706,https://www.bible.com/versions
new,Text / Printed Matter,https://global.liveglobal.org/resource/ancient-path/,https://liveglobal.org/
pan,Audio Recordings,https://globalrecordings.net/en/language/pan,https://www.globalrecordings.net
pan,Audio Recordings,https://davarpartners.org/audio-bible-library/,https://davarpartners.org/
pan,Audio Recordings,https://talkingbibles.org,https://www.talkingbibles.org/
pan,Audio Recordings,https://oralbibles.org/content/punjabi,https://oralbibles.org/
pan,Film / Video,https://www.jesusfilm.org/watch/following-jesus-india.html/punjabi.html,https://www.jesusfilm.org
pan,Film / Video,https://www.simplythestory.org/index.php/gods-story-gs/watch-gs?view=category&amp;id=211,https://www.gods-story.org
pan,Film / Video,https://www.indigitube.tv/?s=Sikh,https://www.createinternational.com
pan,Film / Video,https://www.jesusfilm.org/watch/jesus.html/punjabi.html,https://www.jesusfilm.org
pan,Film / Video,https://www.jesusfilm.org/watch/magdalena.html/punjabi.html,https://www.jesusfilm.org
pan,Film / Video,https://www.jesusfilm.org/watch/the-story-of-jesus-for-children/punjabi.html,https://www.jesusfilm.org
pan,General,https://bibleforchildren.org/languages/punjabi/stories.php,https://bibleforchildren.org/
pan,General,https://www.Punjabivirsa.co.in,https://www.internetpublishingservice.com/
pan,General,https://www.southasiabibles.com/resource/language/punjabi-eastern,https://www.southasiabibles.com
pan,General,https://www.gotquestions.org/P-Punjabi/,https://www.gotquestions.org
pan,General,https://live.bible.is/bible/PANDPI,https://www.faithcomesbyhearing.com/
pan,General,https://live.bible.is/bible/PANOVV,https://www.faithcomesbyhearing.com/
pan,General,https://live.bible.is/bible/PANWTC,https://www.faithcomesbyhearing.com/
pan,General,https://www.scriptureearth.org/00i-Scripture_Index.php?iso=pan,https://www.scriptureearth.org
pan,General,https://www.bible.com/languages/pan,https://www.bible.com/versions
pan,General,https://zume.life/resources-pa/,https://zume.life/
pan,General,https://zume.training/pa/,https://zume.life/
pan,Mobile App,https://app.scriptoria.io/api/products/3373f512-cf98-4cf5-bc53-3ed0d6661f59/files/published/apk,https://www.sil.org/
pan,Mobile App,https://play.google.com/store/apps/details?id=org.ips.panbible.punjabi,https://www.biblesindia.com
pan,Mobile App,https://play.google.com/store/apps/details?id=com.sirma.mobile.bible.android&hl=pa,https://www.bible.com/versions
pan,Mobile App,https://play.google.com/store/apps/details?id=com.fcbh.bibleradio.punjabi.pan,https://play.google.com/store/apps/dev?id=5223947638109564106
pan,Mobile App,https://play.google.com/store/apps/details?id=com.shalomdesigns2dio.obs.punjabi,https://play.google.com/store/apps/dev?id=5223947638109564106
pan,Mobile App,https://itunes.apple.com/app/bible/id282935706,https://www.bible.com/versions
pan,Mobile App,https://apps.apple.com/app/punjabi-bible-radio/id1635516331,https://apps.apple.com/us/developer/revive-india/id1455598800
pan,Text / Printed Matter,https://library.onehope.net/resources/typeMain?language=80,https://onehope.net/
pan,Text / Printed Matter,https://ebible.org/find/details.php?id=pan,https://ebible.org/
pan,Text / Printed Matter,https://www.literacyevangelism.org/primers/punjabi-india,https://www.literacyevangelism.org
pan,Text / Printed Matter,https://www.wmpress.org/read-booklet/,https://www.wmpress.org/read-booklet/languages-produced/
rai,Audio Recordings,https://globalrecordings.net/en/language/rai,https://www.globalrecordings.net
rai,Film / Video,https://www.lumoproject.com/,https://www.lumoproject.com/
rai,General,https://live.bible.is/bible/RAITBL,https://www.faithcomesbyhearing.com/
rai,General,https://www.scriptureearth.org/00i-Scripture_Index.php?iso=rai,https://www.scriptureearth.org
rai,General,https://www.bible.com/languages/rai,https://www.bible.com/versions
